origin,destination,hour,minute,day_of_week,route_id,travel_time,distance,traffic_delay,avg_speed,delay_ratio,is_best_route
Swargate,Hadapsar,12,40,0,0,1556,8326,0,19.26323907455013,0.0,1
Swargate,Hadapsar,12,40,0,1,2107,11477,0,19.609492168960607,0.0,0
Swargate,Hadapsar,12,40,0,2,1701,9733,0,20.5989417989418,0.0,0
Swargate,Hadapsar,13,40,0,0,1496,8326,0,20.035828877005347,0.0,1
Swargate,Hadapsar,13,40,0,1,2049,11477,0,20.164568081991213,0.0,0
Swargate,Hadapsar,13,40,0,2,1662,9733,0,21.08231046931408,0.0,0
Swargate,Hadapsar,14,40,0,0,1434,8326,0,20.90209205020921,0.0,1
Swargate,Hadapsar,14,40,0,1,1621,9733,0,21.615545959284397,0.0,0
Swargate,Hadapsar,14,40,0,2,2383,11988,0,18.110281158203943,0.0,0
Swargate,Hadapsar,15,40,0,0,1430,8326,0,20.960559440559443,0.0,1
Swargate,Hadapsar,15,40,0,1,1620,9733,0,21.62888888888889,0.0,0
Swargate,Hadapsar,15,40,0,2,2449,11988,0,17.622213148223764,0.0,0
Swargate,Hadapsar,16,40,0,0,1521,8326,0,19.706508875739647,0.0,1
Swargate,Hadapsar,16,40,0,1,1691,9733,0,20.72075694855116,0.0,0
Swargate,Hadapsar,16,40,0,2,2533,11988,0,17.03782076589025,0.0,0
Swargate,Hadapsar,17,40,0,0,1644,8326,0,18.232116788321168,0.0,1
Swargate,Hadapsar,17,40,0,1,2243,11477,0,18.4205082478823,0.0,0
Swargate,Hadapsar,17,40,0,2,1776,9733,0,19.729054054054053,0.0,0
Swargate,Hadapsar,18,40,0,0,1712,8326,0,17.507943925233647,0.0,1
Swargate,Hadapsar,18,40,0,1,2218,11477,0,18.62813345356177,0.0,0
Swargate,Hadapsar,18,40,0,2,1807,9733,0,19.39059214167128,0.0,0
Swargate,Hadapsar,19,40,0,0,1620,8326,0,18.502222222222223,0.0,1
Swargate,Hadapsar,19,40,0,1,2069,11477,0,19.969647172547123,0.0,0
Swargate,Hadapsar,19,40,0,2,1722,9733,0,20.347735191637632,0.0,0
Swargate,Hadapsar,20,40,0,0,1405,8326,0,21.3335231316726,0.0,1
Swargate,Hadapsar,20,40,0,1,1872,11477,0,22.071153846153845,0.0,0
Swargate,Hadapsar,20,40,0,2,1550,9733,0,22.60567741935484,0.0,0
Swargate,Hadapsar,21,40,0,0,1191,8745,0,26.43324937027708,0.0,1
Swargate,Hadapsar,21,40,0,1,1660,11398,0,24.718554216867467,0.0,0
Swargate,Hadapsar,21,40,0,2,1358,10151,0,26.90986745213549,0.0,0
Swargate,Hadapsar,22,40,0,0,1116,8745,0,28.20967741935484,0.0,1
Swargate,Hadapsar,22,40,0,1,1602,11398,0,25.613483146067416,0.0,0
Swargate,Hadapsar,22,40,0,2,1851,14315,0,27.841166936790923,0.0,0
Swargate,Hadapsar,23,40,0,0,1116,8745,0,28.20967741935484,0.0,1
Swargate,Hadapsar,23,40,0,1,1602,11398,0,25.613483146067416,0.0,0
Swargate,Hadapsar,23,40,0,2,1851,14315,0,27.841166936790923,0.0,0
Swargate,Hadapsar,6,40,1,0,1154,8745,0,27.28076256499133,0.0,1
Swargate,Hadapsar,6,40,1,1,1656,11398,0,24.778260869565216,0.0,0
Swargate,Hadapsar,6,40,1,2,1949,14315,0,26.44125192406362,0.0,0
Swargate,Hadapsar,7,40,1,0,1263,8745,0,24.926365795724465,0.0,1
Swargate,Hadapsar,7,40,1,1,1756,11398,0,23.36719817767654,0.0,0
Swargate,Hadapsar,7,40,1,2,1447,10151,0,25.25473393227367,0.0,0
Swargate,Hadapsar,8,40,1,0,1362,8326,0,22.00704845814978,0.0,1
Swargate,Hadapsar,8,40,1,1,1882,11398,0,21.802763018065885,0.0,0
Swargate,Hadapsar,8,40,1,2,1514,9733,0,23.14319682959049,0.0,0
Swargate,Hadapsar,9,40,1,0,1411,8326,0,21.24280652019844,0.0,1
Swargate,Hadapsar,9,40,1,1,1947,11398,0,21.0748844375963,0.0,0
Swargate,Hadapsar,9,40,1,2,1554,9733,0,22.54749034749035,0.0,0
Swargate,Hadapsar,10,40,1,0,1471,8326,0,20.376342624065263,0.0,1
Swargate,Hadapsar,10,40,1,1,1613,9733,0,21.72275263484191,0.0,0
Swargate,Hadapsar,10,40,1,2,2283,11988,0,18.903547963206307,0.0,0
Swargate,Hadapsar,11,40,1,0,1539,8326,0,19.476023391812863,0.0,1
Swargate,Hadapsar,11,40,1,1,1677,9733,0,20.893738819320216,0.0,0
Swargate,Hadapsar,11,40,1,2,2397,11988,0,18.004505632040047,0.0,0
Swargate,Hadapsar,12,40,1,0,1557,8326,0,19.25086705202312,0.0,1
Swargate,Hadapsar,12,40,1,1,2099,11477,0,19.68423058599333,0.0,0
Swargate,Hadapsar,12,40,1,2,1695,9733,0,20.671858407079647,0.0,0
Swargate,Hadapsar,13,40,1,0,1488,8326,0,20.14354838709677,0.0,1
Swargate,Hadapsar,13,40,1,1,2024,11477,0,20.413636363636364,0.0,0
Swargate,Hadapsar,13,40,1,2,1650,9733,0,21.235636363636367,0.0,0
Swargate,Hadapsar,14,40,1,0,1417,8326,0,21.15285815102329,0.0,1
Swargate,Hadapsar,14,40,1,1,1981,11477,0,20.85673902069662,0.0,0
Swargate,Hadapsar,14,40,1,2,1603,9733,0,21.858265751715532,0.0,0
Swargate,Hadapsar,15,40,1,0,1410,8326,0,21.25787234042553,0.0,1
Swargate,Hadapsar,15,40,1,1,2000,11477,0,20.6586,0.0,0
Swargate,Hadapsar,15,40,1,2,1604,9733,0,21.84463840399003,0.0,0
Swargate,Hadapsar,16,40,1,0,1508,8326,0,19.8763925729443,0.0,1
Swargate,Hadapsar,16,40,1,1,2091,11477,0,19.759540889526544,0.0,0
Swargate,Hadapsar,16,40,1,2,1685,9733,0,20.79454005934718,0.0,0
Swargate,Hadapsar,17,40,1,0,1632,8326,0,18.36617647058824,0.0,1
Swargate,Hadapsar,17,40,1,1,2199,11477,0,18.78908594815825,0.0,0
Swargate,Hadapsar,17,40,1,2,1781,9733,0,19.673666479505897,0.0,0
Swargate,Hadapsar,18,40,1,0,1702,8326,0,17.61081081081081,0.0,1
Swargate,Hadapsar,18,40,1,1,2229,11477,0,18.53620457604307,0.0,0
Swargate,Hadapsar,18,40,1,2,1820,9733,0,19.252087912087912,0.0,0
Swargate,Hadapsar,19,40,1,0,1627,8326,0,18.42261831591887,0.0,1
Swargate,Hadapsar,19,40,1,1,2113,11477,0,19.553809749171798,0.0,0
Swargate,Hadapsar,19,40,1,2,2079,11237,0,19.45800865800866,0.0,0
Swargate,Hadapsar,20,40,1,0,1458,8745,0,21.592592592592588,0.0,1
Swargate,Hadapsar,20,40,1,1,1907,11477,0,21.66607236497116,0.0,0
Swargate,Hadapsar,20,40,1,2,1558,9733,0,22.48960205391528,0.0,0
Swargate,Hadapsar,21,40,1,0,1192,8745,0,26.41107382550335,0.0,1
Swargate,Hadapsar,21,40,1,1,1665,11398,0,24.644324324324323,0.0,0
Swargate,Hadapsar,21,40,1,2,1358,10151,0,26.90986745213549,0.0,0
Swargate,Hadapsar,22,40,1,0,1116,8745,0,28.20967741935484,0.0,1
Swargate,Hadapsar,22,40,1,1,1602,11398,0,25.613483146067416,0.0,0
Swargate,Hadapsar,22,40,1,2,1851,14315,0,27.841166936790923,0.0,0
Swargate,Hadapsar,23,40,1,0,1116,8745,0,28.20967741935484,0.0,1
Swargate,Hadapsar,23,40,1,1,1602,11398,0,25.613483146067416,0.0,0
Swargate,Hadapsar,23,40,1,2,1851,14315,0,27.841166936790923,0.0,0
Swargate,Hadapsar,6,40,2,0,1151,8745,0,27.351867940920933,0.0,1
Swargate,Hadapsar,6,40,2,1,1652,11398,0,24.83825665859564,0.0,0
Swargate,Hadapsar,6,40,2,2,1954,14315,0,26.37359263050153,0.0,0
Swargate,Hadapsar,7,40,2,0,1262,8745,0,24.946117274167985,0.0,1
Swargate,Hadapsar,7,40,2,1,1758,11398,0,23.340614334470988,0.0,0
Swargate,Hadapsar,7,40,2,2,1445,10151,0,25.28968858131488,0.0,0
Swargate,Hadapsar,8,40,2,0,1358,8326,0,22.071870397643597,0.0,1
Swargate,Hadapsar,8,40,2,1,1878,11398,0,21.849201277955277,0.0,0
Swargate,Hadapsar,8,40,2,2,1513,9733,0,23.15849306014541,0.0,0
Swargate,Hadapsar,9,40,2,0,1401,8326,0,21.39443254817987,0.0,1
Swargate,Hadapsar,9,40,2,1,1937,11398,0,21.18368611254517,0.0,0
Swargate,Hadapsar,9,40,2,2,1550,9733,0,22.60567741935484,0.0,0
Swargate,Hadapsar,10,40,2,0,1457,8326,0,20.572134522992453,0.0,1
Swargate,Hadapsar,10,40,2,1,1607,9733,0,21.80385812072184,0.0,0
Swargate,Hadapsar,10,40,2,2,2262,11988,0,19.0790450928382,0.0,0
Swargate,Hadapsar,11,40,2,0,1525,8326,0,19.65481967213115,0.0,1
Swargate,Hadapsar,11,40,2,1,1672,9733,0,20.95622009569378,0.0,0
Swargate,Hadapsar,11,40,2,2,2389,11988,0,18.06479698618669,0.0,0
Swargate,Hadapsar,12,40,2,0,1542,8326,0,19.438132295719846,0.0,1
Swargate,Hadapsar,12,40,2,1,2098,11477,0,19.693612964728317,0.0,0
Swargate,Hadapsar,12,40,2,2,1690,9733,0,20.73301775147929,0.0,0
Swargate,Hadapsar,13,40,2,0,1482,8326,0,20.2251012145749,0.0,1
Swargate,Hadapsar,13,40,2,1,2037,11477,0,20.28335787923417,0.0,0
Swargate,Hadapsar,13,40,2,2,1646,9733,0,21.287241798298908,0.0,0
Swargate,Hadapsar,14,40,2,0,1421,8326,0,21.0933145672062,0.0,1
Swargate,Hadapsar,14,40,2,1,2006,11477,0,20.596809571286144,0.0,0
Swargate,Hadapsar,14,40,2,2,1607,9733,0,21.80385812072184,0.0,0
Swargate,Hadapsar,15,40,2,0,1430,8326,0,20.960559440559443,0.0,1
Swargate,Hadapsar,15,40,2,1,1615,9733,0,21.695851393188853,0.0,0
Swargate,Hadapsar,15,40,2,2,2031,11477,0,20.34327917282127,0.0,0
Swargate,Hadapsar,16,40,2,0,1535,8326,0,19.526775244299674,0.0,1
Swargate,Hadapsar,16,40,2,1,2123,11477,0,19.461705134243992,0.0,0
Swargate,Hadapsar,16,40,2,2,1699,9733,0,20.62319011183049,0.0,0
Swargate,Hadapsar,17,40,2,0,1677,8326,0,17.873345259391773,0.0,1
Swargate,Hadapsar,17,40,2,1,2223,11477,0,18.586234817813764,0.0,0
Swargate,Hadapsar,17,40,2,2,1803,9733,0,19.43361064891847,0.0,0
Swargate,Hadapsar,18,40,2,0,1756,8326,0,17.069248291571757,0.0,1
Swargate,Hadapsar,18,40,2,1,2241,11477,0,18.43694779116466,0.0,0
Swargate,Hadapsar,18,40,2,2,1842,9733,0,19.02214983713355,0.0,0
Swargate,Hadapsar,19,40,2,0,1648,8326,0,18.187864077669904,0.0,1
Swargate,Hadapsar,19,40,2,1,2114,11477,0,19.544560075685904,0.0,0
Swargate,Hadapsar,19,40,2,2,2099,11237,0,19.272606002858502,0.0,0
Swargate,Hadapsar,20,40,2,0,1413,8326,0,21.212738853503183,0.0,1
Swargate,Hadapsar,20,40,2,1,1907,11477,0,21.66607236497116,0.0,0
Swargate,Hadapsar,20,40,2,2,1556,9733,0,22.518508997429308,0.0,0
Swargate,Hadapsar,21,40,2,0,1191,8745,0,26.43324937027708,0.0,1
Swargate,Hadapsar,21,40,2,1,1665,11398,0,24.644324324324323,0.0,0
Swargate,Hadapsar,21,40,2,2,1358,10151,0,26.90986745213549,0.0,0
Swargate,Hadapsar,22,40,2,0,1116,8745,0,28.20967741935484,0.0,1
Swargate,Hadapsar,22,40,2,1,1602,11398,0,25.613483146067416,0.0,0
Swargate,Hadapsar,22,40,2,2,1851,14315,0,27.841166936790923,0.0,0
Swargate,Hadapsar,23,40,2,0,1116,8745,0,28.20967741935484,0.0,1
Swargate,Hadapsar,23,40,2,1,1602,11398,0,25.613483146067416,0.0,0
Swargate,Hadapsar,23,40,2,2,1851,14315,0,27.841166936790923,0.0,0
Swargate,Hadapsar,6,40,3,0,1148,8745,0,27.42334494773519,0.0,1
Swargate,Hadapsar,6,40,3,1,1633,11398,0,25.1272504592774,0.0,0
Swargate,Hadapsar,6,40,3,2,1912,14315,0,26.952928870292887,0.0,0
Swargate,Hadapsar,7,40,3,0,1231,8745,0,25.57432981316003,0.0,1
Swargate,Hadapsar,7,40,3,1,1683,11398,0,24.380748663101603,0.0,0
Swargate,Hadapsar,7,40,3,2,1404,10151,0,26.028205128205126,0.0,0
Swargate,Hadapsar,8,40,3,0,1283,8326,0,23.36212003117693,0.0,1
Swargate,Hadapsar,8,40,3,1,1753,11398,0,23.407187678265828,0.0,0
Swargate,Hadapsar,8,40,3,2,1431,9733,0,24.48553459119497,0.0,0
Swargate,Hadapsar,9,40,3,0,1335,8326,0,22.452134831460675,0.0,1
Swargate,Hadapsar,9,40,3,1,1810,11398,0,22.670055248618784,0.0,0
Swargate,Hadapsar,9,40,3,2,1478,9733,0,23.706901217861976,0.0,0
Swargate,Hadapsar,10,40,3,0,1413,8326,0,21.212738853503183,0.0,1
Swargate,Hadapsar,10,40,3,1,1908,11398,0,21.50566037735849,0.0,0
Swargate,Hadapsar,10,40,3,2,1559,9733,0,22.47517639512508,0.0,0
Swargate,Hadapsar,11,40,3,0,1510,8326,0,19.850066225165563,0.0,1
Swargate,Hadapsar,11,40,3,1,2014,11477,0,20.514995034756705,0.0,0
Swargate,Hadapsar,11,40,3,2,1655,9733,0,21.171480362537768,0.0,0
Swargate,Hadapsar,12,40,3,0,1551,8326,0,19.325338491295938,0.0,1
Swargate,Hadapsar,12,40,3,1,2050,11477,0,20.15473170731708,0.0,0
Swargate,Hadapsar,12,40,3,2,1698,9733,0,20.635335689045935,0.0,0
Swargate,Hadapsar,13,40,3,0,1546,8326,0,19.387839586028463,0.0,1
Swargate,Hadapsar,13,40,3,1,2046,11477,0,20.194134897360705,0.0,0
Swargate,Hadapsar,13,40,3,2,2192,11883,0,19.51587591240876,0.0,0
Swargate,Hadapsar,14,40,3,0,1548,8326,0,19.36279069767442,0.0,1
Swargate,Hadapsar,14,40,3,1,2050,11477,0,20.15473170731708,0.0,0
Swargate,Hadapsar,14,40,3,2,2178,11883,0,19.641322314049585,0.0,0
Swargate,Hadapsar,15,40,3,0,1574,8326,0,19.04294790343075,0.0,1
Swargate,Hadapsar,15,40,3,1,2072,11477,0,19.94073359073359,0.0,0
Swargate,Hadapsar,15,40,3,2,2205,11883,0,19.40081632653061,0.0,0
Swargate,Hadapsar,16,40,3,0,1640,8326,0,18.27658536585366,0.0,1
Swargate,Hadapsar,16,40,3,1,2123,11477,0,19.461705134243992,0.0,0
Swargate,Hadapsar,16,40,3,2,2294,11883,0,18.648125544899735,0.0,0
Swargate,Hadapsar,17,40,3,0,1716,8326,0,17.467132867132868,0.0,1
Swargate,Hadapsar,17,40,3,1,2174,11477,0,19.00515179392824,0.0,0
Swargate,Hadapsar,17,40,3,2,2379,11883,0,17.981841109709958,0.0,0
Swargate,Hadapsar,18,40,3,0,1717,8326,0,17.456959813628423,0.0,1
Swargate,Hadapsar,18,40,3,1,2165,11477,0,19.08415704387991,0.0,0
Swargate,Hadapsar,18,40,3,2,1955,10060,0,18.524808184143225,0.0,0
Swargate,Hadapsar,19,40,3,0,1586,8326,0,18.89886506935688,0.0,1
Swargate,Hadapsar,19,40,3,1,2059,11477,0,20.06663428848956,0.0,0
Swargate,Hadapsar,19,40,3,2,1706,9733,0,20.538569753810084,0.0,0
Swargate,Hadapsar,20,40,3,0,1429,8745,0,22.03079076277117,0.0,1
Swargate,Hadapsar,20,40,3,1,1893,11477,0,21.82630744849445,0.0,0
Swargate,Hadapsar,20,40,3,2,1577,10151,0,23.17285986049461,0.0,0
Swargate,Hadapsar,21,40,3,0,1190,8745,0,26.455462184873948,0.0,1
Swargate,Hadapsar,21,40,3,1,1666,11398,0,24.629531812725087,0.0,0
Swargate,Hadapsar,21,40,3,2,1357,10151,0,26.929697862932937,0.0,0
Swargate,Hadapsar,22,40,3,0,1116,8745,0,28.20967741935484,0.0,1
Swargate,Hadapsar,22,40,3,1,1602,11398,0,25.613483146067416,0.0,0
Swargate,Hadapsar,22,40,3,2,1851,14315,0,27.841166936790923,0.0,0
Swargate,Hadapsar,23,40,3,0,1116,8745,0,28.20967741935484,0.0,1
Swargate,Hadapsar,23,40,3,1,1290,10151,0,28.32837209302325,0.0,0
Swargate,Hadapsar,23,40,3,2,1851,14315,0,27.841166936790923,0.0,0
Swargate,Hadapsar,6,40,4,0,1140,8745,0,27.61578947368421,0.0,1
Swargate,Hadapsar,6,40,4,1,1333,10151,0,27.414553638409604,0.0,0
Swargate,Hadapsar,6,40,4,2,1893,14315,0,27.22345483359746,0.0,0
Swargate,Hadapsar,7,40,4,0,1170,8736,0,26.880000000000003,0.0,1
Swargate,Hadapsar,7,40,4,1,1351,10143,0,27.0279792746114,0.0,0
Swargate,Hadapsar,7,40,4,2,1965,14315,0,26.22595419847329,0.0,0
Swargate,Hadapsar,8,40,4,0,1221,8736,0,25.75724815724816,0.0,1
Swargate,Hadapsar,8,40,4,1,1389,10143,0,26.288552915766743,0.0,0
Swargate,Hadapsar,8,40,4,2,2054,14315,0,25.089581304771176,0.0,0
Swargate,Hadapsar,9,40,4,0,1278,8745,0,24.633802816901408,0.0,1
Swargate,Hadapsar,9,40,4,1,1433,10151,0,25.501465457083043,0.0,0
Swargate,Hadapsar,9,40,4,2,2123,14315,0,24.274140367404613,0.0,0
Swargate,Hadapsar,10,40,4,0,1348,8745,0,23.354599406528187,0.0,1
Swargate,Hadapsar,10,40,4,1,1632,10893,0,24.02867647058824,0.0,0
Swargate,Hadapsar,10,40,4,2,2221,14315,0,23.20306168392616,0.0,0
Swargate,Hadapsar,11,40,4,0,1416,8745,0,22.233050847457623,0.0,1
Swargate,Hadapsar,11,40,4,1,1689,10893,0,23.217761989342808,0.0,0
Swargate,Hadapsar,11,40,4,2,2341,14315,0,22.013669372063223,0.0,0
Swargate,Hadapsar,12,40,4,0,1387,8326,0,21.61038211968277,0.0,1
Swargate,Hadapsar,12,40,4,1,1533,9733,0,22.856360078277888,0.0,0
Swargate,Hadapsar,12,40,4,2,2385,14591,0,22.024150943396226,0.0,0
Swargate,Hadapsar,13,40,4,0,1392,8326,0,21.532758620689656,0.0,1
Swargate,Hadapsar,13,40,4,1,1544,9733,0,22.69352331606218,0.0,0
Swargate,Hadapsar,13,40,4,2,2408,14591,0,21.81378737541528,0.0,0
Swargate,Hadapsar,14,40,4,0,1410,8326,0,21.25787234042553,0.0,1
Swargate,Hadapsar,14,40,4,1,1564,9733,0,22.403324808184145,0.0,0
Swargate,Hadapsar,14,40,4,2,2115,13043,0,22.200851063829784,0.0,0
Swargate,Hadapsar,15,40,4,0,1423,8326,0,21.06366830639494,0.0,1
Swargate,Hadapsar,15,40,4,1,1583,9733,0,22.13442830069488,0.0,0
Swargate,Hadapsar,15,40,4,2,2105,13043,0,22.30631828978622,0.0,0
Swargate,Hadapsar,16,40,4,0,1438,8326,0,20.84394993045897,0.0,1
Swargate,Hadapsar,16,40,4,1,1610,9733,0,21.7632298136646,0.0,0
Swargate,Hadapsar,16,40,4,2,2148,13043,0,21.859776536312847,0.0,0
Swargate,Hadapsar,17,40,4,0,1448,8326,0,20.700000000000003,0.0,1
Swargate,Hadapsar,17,40,4,1,1633,9733,0,21.456705450091857,0.0,0
Swargate,Hadapsar,17,40,4,2,2202,13043,0,21.323705722070844,0.0,0
Swargate,Hadapsar,18,40,4,0,1421,8326,0,21.0933145672062,0.0,1
Swargate,Hadapsar,18,40,4,1,1612,9733,0,21.736228287841197,0.0,0
Swargate,Hadapsar,18,40,4,2,2226,13043,0,21.09380053908356,0.0,0
Swargate,Hadapsar,19,40,4,0,1354,8326,0,22.1370753323486,0.0,1
Swargate,Hadapsar,19,40,4,1,1545,9733,0,22.678834951456317,0.0,0
Swargate,Hadapsar,19,40,4,2,2393,14591,0,21.950522356874217,0.0,0
Swargate,Hadapsar,20,40,4,0,1307,8745,0,24.08722264728385,0.0,1
Swargate,Hadapsar,20,40,4,1,1492,10151,0,24.49302949061662,0.0,0
Swargate,Hadapsar,20,40,4,2,2178,14591,0,24.117355371900825,0.0,0
Swargate,Hadapsar,21,40,4,0,1167,8745,0,26.976863753213365,0.0,1
Swargate,Hadapsar,21,40,4,1,1342,10151,0,27.23070044709389,0.0,0
Swargate,Hadapsar,21,40,4,2,1919,14315,0,26.85461177696717,0.0,0
Swargate,Hadapsar,22,40,4,0,1116,8745,0,28.20967741935484,0.0,1
Swargate,Hadapsar,22,40,4,1,1290,10151,0,28.32837209302325,0.0,0
Swargate,Hadapsar,22,40,4,2,1851,14315,0,27.841166936790923,0.0,0
Swargate,Hadapsar,23,40,4,0,1116,8745,0,28.20967741935484,0.0,1
Swargate,Hadapsar,23,40,4,1,1290,10151,0,28.32837209302325,0.0,0
Swargate,Hadapsar,23,40,4,2,1851,14315,0,27.841166936790923,0.0,0
Swargate,Hadapsar,6,40,5,0,1148,8745,0,27.42334494773519,0.0,1
Swargate,Hadapsar,6,40,5,1,1335,10151,0,27.37348314606741,0.0,0
Swargate,Hadapsar,6,40,5,2,1946,14315,0,26.48201438848921,0.0,0
Swargate,Hadapsar,7,40,5,0,1256,8745,0,25.065286624203814,0.0,1
Swargate,Hadapsar,7,40,5,1,1439,10151,0,25.395135510771368,0.0,0
Swargate,Hadapsar,7,40,5,2,2205,14315,0,23.37142857142857,0.0,0
Swargate,Hadapsar,8,40,5,0,1354,8326,0,22.1370753323486,0.0,1
Swargate,Hadapsar,8,40,5,1,1507,9733,0,23.250696748506968,0.0,0
Swargate,Hadapsar,8,40,5,2,2442,14315,0,21.103194103194102,0.0,0
Swargate,Hadapsar,9,40,5,0,1408,8326,0,21.288068181818183,0.0,1
Swargate,Hadapsar,9,40,5,1,1552,9733,0,22.57654639175258,0.0,0
Swargate,Hadapsar,9,40,5,2,1922,11220,0,21.015608740894905,0.0,0
Swargate,Hadapsar,10,40,5,0,1474,8326,0,20.334871099050204,0.0,1
Swargate,Hadapsar,10,40,5,1,1620,9733,0,21.62888888888889,0.0,0
Swargate,Hadapsar,10,40,5,2,2002,11220,0,20.17582417582417,0.0,0
Swargate,Hadapsar,11,40,5,0,1549,8326,0,19.35029051000646,0.0,1
Swargate,Hadapsar,11,40,5,1,1689,9733,0,20.74529307282416,0.0,0
Swargate,Hadapsar,11,40,5,2,2074,11220,0,19.475409836065573,0.0,0
Swargate,Hadapsar,12,40,5,0,1568,8326,0,19.115816326530613,0.0,1
Swargate,Hadapsar,12,40,5,1,1708,9733,0,20.514519906323187,0.0,0
Swargate,Hadapsar,12,40,5,2,2077,11220,0,19.447279730380355,0.0,0
Swargate,Hadapsar,13,40,5,0,1497,8326,0,20.02244488977956,0.0,1
Swargate,Hadapsar,13,40,5,1,1658,9733,0,21.13317249698432,0.0,0
Swargate,Hadapsar,13,40,5,2,2008,11220,0,20.115537848605577,0.0,0
Swargate,Hadapsar,14,40,5,0,1430,8326,0,20.960559440559443,0.0,1
Swargate,Hadapsar,14,40,5,1,1613,9733,0,21.72275263484191,0.0,0
Swargate,Hadapsar,14,40,5,2,1944,11220,0,20.77777777777778,0.0,0
Swargate,Hadapsar,15,40,5,0,1425,8326,0,21.034105263157898,0.0,1
Swargate,Hadapsar,15,40,5,1,1615,9733,0,21.695851393188853,0.0,0
Swargate,Hadapsar,15,40,5,2,1943,11220,0,20.78847143592383,0.0,0
Swargate,Hadapsar,16,40,5,0,1521,8326,0,19.706508875739647,0.0,1
Swargate,Hadapsar,16,40,5,1,1692,9733,0,20.708510638297877,0.0,0
Swargate,Hadapsar,16,40,5,2,2033,11220,0,19.86817511067388,0.0,0
Swargate,Hadapsar,17,40,5,0,1649,8326,0,18.176834445118256,0.0,1
Swargate,Hadapsar,17,40,5,1,1786,9733,0,19.61858902575588,0.0,0
Swargate,Hadapsar,17,40,5,2,2146,11220,0,18.821994408201306,0.0,0
Swargate,Hadapsar,18,40,5,0,1724,8326,0,17.38607888631091,0.0,1
Swargate,Hadapsar,18,40,5,1,1822,9733,0,19.230954994511528,0.0,0
Swargate,Hadapsar,18,40,5,2,2206,11220,0,18.31006346328196,0.0,0
Swargate,Hadapsar,19,40,5,0,1636,8326,0,18.321271393643038,0.0,1
Swargate,Hadapsar,19,40,5,1,1737,9733,0,20.1720207253886,0.0,0
Swargate,Hadapsar,19,40,5,2,2821,14315,0,18.267990074441684,0.0,0
Swargate,Hadapsar,20,40,5,0,1412,8326,0,21.227762039660057,0.0,1
Swargate,Hadapsar,20,40,5,1,1552,9733,0,22.57654639175258,0.0,0
Swargate,Hadapsar,20,40,5,2,2359,14315,0,21.84569732937685,0.0,0
Swargate,Hadapsar,21,40,5,0,1190,8745,0,26.455462184873948,0.0,1
Swargate,Hadapsar,21,40,5,1,1356,10151,0,26.949557522123893,0.0,0
Swargate,Hadapsar,21,40,5,2,1942,14315,0,26.53656024716787,0.0,0
Swargate,Hadapsar,22,40,5,0,1116,8745,0,28.20967741935484,0.0,1
Swargate,Hadapsar,22,40,5,1,1290,10151,0,28.32837209302325,0.0,0
Swargate,Hadapsar,22,40,5,2,1851,14315,0,27.841166936790923,0.0,0
Swargate,Hadapsar,23,40,5,0,1116,8745,0,28.20967741935484,0.0,1
Swargate,Hadapsar,23,40,5,1,1290,10151,0,28.32837209302325,0.0,0
Swargate,Hadapsar,23,40,5,2,1851,14315,0,27.841166936790923,0.0,0
Swargate,Hadapsar,6,40,6,0,1165,8745,0,27.02317596566523,0.0,1
Swargate,Hadapsar,6,40,6,1,1342,10151,0,27.23070044709389,0.0,0
Swargate,Hadapsar,6,40,6,2,1963,14315,0,26.25267447784004,0.0,0
Swargate,Hadapsar,7,40,6,0,1292,8745,0,24.36687306501548,0.0,1
Swargate,Hadapsar,7,40,6,1,1406,9733,0,24.92091038406828,0.0,0
Swargate,Hadapsar,7,40,6,2,2254,14315,0,22.863354037267083,0.0,0
Swargate,Hadapsar,8,40,6,0,1400,8326,0,21.409714285714287,0.0,1
Swargate,Hadapsar,8,40,6,1,1519,9733,0,23.06701777485188,0.0,0
Swargate,Hadapsar,8,40,6,2,1890,11220,0,21.37142857142857,0.0,0
Swargate,Hadapsar,9,40,6,0,1451,8326,0,20.657201929703653,0.0,1
Swargate,Hadapsar,9,40,6,1,1581,9733,0,22.162428842504745,0.0,0
Swargate,Hadapsar,9,40,6,2,1956,11220,0,20.65030674846626,0.0,0
Swargate,Hadapsar,10,40,6,0,1523,8326,0,19.6806303348654,0.0,1
Swargate,Hadapsar,10,40,6,1,1663,9733,0,21.069633193024657,0.0,0
Swargate,Hadapsar,10,40,6,2,2046,11220,0,19.741935483870968,0.0,0
Swargate,Hadapsar,11,40,6,0,1592,8326,0,18.827638190954776,0.0,1
Swargate,Hadapsar,11,40,6,1,1741,9733,0,20.12567489948306,0.0,0
Swargate,Hadapsar,11,40,6,2,2520,13043,0,18.632857142857144,0.0,0
Swargate,Hadapsar,12,40,6,0,1594,8326,0,18.804015056461733,0.0,1
Swargate,Hadapsar,12,40,6,1,1751,9733,0,20.01073672187322,0.0,0
Swargate,Hadapsar,12,40,6,2,2523,13043,0,18.610701545778834,0.0,0
Swargate,Hadapsar,13,40,6,0,1518,8326,0,19.745454545454542,0.0,1
Swargate,Hadapsar,13,40,6,1,1689,9733,0,20.74529307282416,0.0,0
Swargate,Hadapsar,13,40,6,2,2054,11220,0,19.66504381694255,0.0,0
Swargate,Hadapsar,14,40,6,0,1461,8326,0,20.51581108829569,0.0,1
Swargate,Hadapsar,14,40,6,1,1634,9733,0,21.44357405140759,0.0,0
